Item_ID	Sentence	Expression
26671:8	they probably couldn't do anything monetary,	probably
26737:8	they might,	might
26743:64	and that's the other thing is that, you know, instead of *-1 making it mandatory, they maybe need *-1 to publicize it a little bit better. and, uh, you know, go to the schools and do programs, and tell them that we need your help, and, you know, uh, * volunteer for such and such a time,	maybe
26760:59	and, and that way, *-1 handling it that way they could probably get some results out of it.	probably
26763:8	like maybe if, if there was something 0 they could do *t*-1 in their own, own, in their own town or city, yeah, and not have *-2 to pull up roots and, you know, go somewhere half way around the world, or something.	maybe
26772:15	most of them probably wouldn't do something like that. although there are a lot of kids who *t*-1 would do it *-2 just to get away from their parents.	probably
26840:39	and you, you give them your speech and maybe a little slide show or something,	maybe
26968:8	i maybe should have taken the higher grades because at least you can, if you have *-1 to *?* you can get mean with them.	maybe
27068:33	but we felt like, you know, * maybe just going ahead and * try *-3 to teaching them was bet-, trying *-2 to teach them was better than * have them taken *-1 out.	maybe
27135:25	but there, there definitely needs *-1 to be a balance somewhere.	definitely
27346:7	and maybe they were a group of mennonites or something like that.	maybe
27674:14	well, maybe, maybe that *t*-1 understands colors would know all of that stuff	maybe
27674:22	well, maybe, maybe that *t*-1 understands colors would know all of that stuff	maybe
27716:50	it kind of bled under the masking tape which, i guess, *t*-1 is probably the topic 0 we're we're really on to *t*-2 that, that the masking is,	probably
27772:10	so we probably have an in-, interesting perspective on the music on the times,	probably
27821:44	and i've developed a real love for, uh, classical music in, probably junior high and high school because my band instructor was, uh, heavy into classical type music.	probably
27857:29	i'm kind of thinking 0 that's maybe,	maybe
27876:91	uh, and my family now knows 0 if they come into my study and, uh, i happen *-1 to have had a tough day at work and maybe i'm trying *-2 to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they know *-3 to just stay away,	maybe
27890:10	uh, probably about first grade,	probably
27944:5	maybe one of these days, i'll, you know,	maybe
27946:5	maybe one of these days i'll get around to it,	maybe
27948:7	but probably not.	probably
27983:47	if you were educated you got, you know, you might teach for a year or two before you got married *-1.	might
27997:89	there was not, there's not supposed *-1 to be any reason 0 * to use this education or this brain that you might have *t*-2 for anything other than your house and your children and how clean can the bathroom floors be *t*-3 on any given day *t*-4.	might
28013:41	but but, uh, a really good day care is probably going *-1 to cost more than you're going *-2 to make at the job.	probably
28049:5	maybe if you get along	maybe
28054:8	* might have been better.	might
28139:64	because if, if i had been allowed *-1 to work, you know, maybe thirty hours a week instead of fifty hours a week, i might still be working basically full time or part time, if there was, if there had been some way 0 *-3 to work it out *t*-2,	maybe
28139:97	because if, if i had been allowed *-1 to work, you know, maybe thirty hours a week instead of fifty hours a week, i might still be working basically full time or part time, if there was, if there had been some way 0 *-3 to work it out *t*-2,	might
28228:12	and a man might say out loud, well, you know, i understand this	might
28239:68	most of the men don't walk into the kitchen and see that the dishes are there and that yes, you probably ought *-1 to unload the dishwasher and load the new ones in and run it.	probably
28367:108	but i think 0 if we can, if we can expand the men's roles at the same time, like you're taking care of your child, and your dad probably didn't very often	probably
28482:42	if i had a machine already installed * at home i would probably work just about every night.	probably
28817:10	and you probably do.	probably
29024:61	i mean, uh, * to add dependents is, is you know, maybe another dollar or something	maybe
29078:27	if you're in richardson you'd probably wanted *-1 to come to the, to the dallas site.	probably
29087:13	and you'd probably like the pool there.	probably
29090:8	i might do that then.	might
29227:8	we might have us a problem.	might
29246:17	but, we'll, maybe do our small part * to fix them up.	maybe
29296:44	i normally find that uh, i-, i'm probably the most, um, news hungry of my friends,	probably
29323:10	and he definitely has a very different slant on the news.	definitely
29343:22	i understand that the macneil lehrer probably doesn't.	probably
29349:16	they will have maybe two or three main stories and just spend a very large amount of time.	maybe
29473:7	and probably more importantly, one that *t*-1 lasted short enough that, that people's interest didn't flag too badly.	probably
29571:32	and my, my fiancee takes probably six sunday papers.	probably
29586:33	um, i guess, um, 0 this is probably really a good subject for me because i really like *-1 to do, uh, hand work.	probably
29627:29	that, that would be definitely something 0 you'd want *-1 to keep *t*-2.	definitely
29694:11	i've probably seen it, though,	probably
29757:10	oh, definitely,	definitely
29823:8	you definitely don't have time.	definitely
29893:11	i'm probably going *-1 to hear about it the rest of my life.	probably
30023:56	and, uh, so we'll pay a little interest *ich*-1 this year, but maybe two dollars.	maybe
30127:76	if it were, say sixty or seventy francs a night that would mean 0 it would be about ten dollars or so, or maybe twenty dolls-,	maybe
30131:5	maybe it would be more than that.	maybe
30302:11	it's probably pretty close to what i have *t*-1, because i have the same kind of thing at work.	probably
30370:10	oh, definitely,	definitely
30371:4	definitely.	definitely
30372:60	i know 0 my stepfather bought my mother a little personal computer, oh, i guess *rnr*-1, probably three years ago for christmas,	probably
30428:21	there are some definitely, some, some advantages to it.	definitely
30496:10	and they probably used *-1 to have it.	probably
30548:25	i continued *-1 working there for probably another year.	probably
30566:11	that's probably one of the problems and frustrations that it's brought *t*-1 about, because people do feel like, oh well, we can just change it.	probably
30614:19	so. anyway, maybe, you know, maybe it'll, it'll help in some way,	maybe
30614:37	so. anyway, maybe, you know, maybe it'll, it'll help in some way,	maybe
30616:24	there, there definitely even with the few disadvantages like that are far better than the alternative.	definitely
31039:36	i guess 0 they, they'll probably come out with a lot of movies, you know.	probably
31042:8	they probably do the story of someone who *t*-1 was shot *-2 down early in the war or something and how he survived *t*-3 or, or about, or about those two newsmen or whatever that *t*-4 got captured *-5.	probably
31062:26	well, i think 0 we've probably,	probably
