Item_ID	Sentence	Expression	Context
55445:13	but it's definitely a task.	definitely	###i have, uh, a stationary bike and, uh, a regular bike.###and when i can *?* *t*-1, i like *-2 to ride my regular bike outside, because it's so much nicer.###the stationary bike is, is so, uh, boring.###speakerb2.###boring.###speakera3.###but i have head phones,### and i, plus i have it, uh, in the living room###so i either watch t v##, or we have a fish tank,###speakerb4.###speakera5.###so i watch the fish, you know.###whatever i can do *t*-1 *-2 to keep myself occupied.### if, i like *-1 to have the t v on, because that usually keeps me, um, more occupied.###it kind of takes the time away###and i don't realize,### really, that's really the only time 0 i ever watch t v *t*-1, is when i'm on the bike *t*-2.### but, and then usually after i'm done *-1 riding the bike, just * to cool myself down, i usually take a walk, you know,###and that just kind of gets myself, uh, gets me, you know, to where i'm not quite as tired *t*-1 i guess 0 *t*-2.
55667:32	i guess then 0 the water aerobics would be probably the best thing for you, wouldn't it *?*?	probably	### i have a, i have a bad back,###speakera89.###speakerb90.###so i'm very limited what i do *t*-1.###speakera91.###oh, okay.###speakerb92.###it's like i can walk,###but if i walk for more than fifteen minutes it's going *-1 to bother me.###speakera93.###um.###speakerb94.###especially when you're on cement or anything that *t*-1's hard *t*-2,###it will bother me.###speakera95.###then that would,###yeah.###speakerb96.###it will bother me.###speakera97.
55765:28	i think 0 i have gone home maybe once or twice *-1 slightly sore.	maybe	###so it's kind of nice.###speakera125.###wow.###that's,###speakerb126.###like i said, i like it.###i like the heat.###i like the,###i jump out of the swimming pool,###and i go into the hot tub.###speakera127.###oh.###speakerb128.###and i love it.###speakera129.###yeah.###that would be really nice.###speakerb130.###because i have n-, i have never,###* let me reword that,
55797:18	i'm considering *-1 maybe even buying one of those too.	maybe	###speakera135.###so you really do enjoy your exercise then, since your,###speakerb136.###it's fun.###it's fun.###uh, i've gotten on the bike.###and they've got, uh, the stepping bike, where you step *t*-1.###speakera137.###uh-huh.###speakerb138.###and i've enjoyed that, *-1 watching how well i can walk up and down stairs *t*-2.###speakera139.###that's, you know,### i wanted, i wanted *-1 to get one of those steppers when i bought the bike *t*-2,###speakerb140.###but most of the others to me are very dull.###speakera141.###but i got talked *-1 into the bike instead.###and i don't know,###i really wanted a stepper.
55863:16	it'd probably be, it'd probably be good,	probably	###one year public service for everybody.### is that, that was it, right?.###speakerb2.###right.###uh, who *t*-1 wants *-2 to start this one?###speakera3.###em-,###i don't know,### i've been, i've been sitting here *-1 thinking,###yeah,###because it was, you know, took a couple tries before i found somebody.###well, you know, i'm like, i'm not really sure what i think *t*-1 about this.###um, uh, i mean, the first thing is, the uh, 0 if it's going *-1 to be mandatory, it's got *-2 to be mandatory,###i mean, everybody, not just like, you know, poor people and all that, you know. but, you know, senators' sons and all that stuff too.###speakerb4.###right,###right.###speakera5.###i mean, everybody's got *-1 to do it.###um, i don't know,
55863:33	it'd probably be, it'd probably be good,	probably	###one year public service for everybody.### is that, that was it, right?.###speakerb2.###right.###uh, who *t*-1 wants *-2 to start this one?###speakera3.###em-,###i don't know,### i've been, i've been sitting here *-1 thinking,###yeah,###because it was, you know, took a couple tries before i found somebody.###well, you know, i'm like, i'm not really sure what i think *t*-1 about this.###um, uh, i mean, the first thing is, the uh, 0 if it's going *-1 to be mandatory, it's got *-2 to be mandatory,###i mean, everybody, not just like, you know, poor people and all that, you know. but, you know, senators' sons and all that stuff too.###speakerb4.###right,###right.###speakera5.###i mean, everybody's got *-1 to do it.###um, i don't know,
55881:199	but i, i felt strongly then that even if they didn't feel like they could kill someone, or go into a military situation, that they could help the country in other ways. be it * cleaning out, uh, lots, in, in their neighborhood or, whatever kind of community or public service *t*-2 might be available.	might	###i mean, everybody's got *-1 to do it.###um, i don't know,### it'd probably be, it'd probably be good,###i just don't know if, you know, i was eighteen or whatever, i'd want *-1 to be stuck *-2 doing it for a year or whatever.###speakerb6.###i'm not sure 0 i want an eighteen year old to make that kind of decision.###uh, i mean, that, that doesn't sound right.###um, i guess 0 i see overall beneficial, if, if we're going from that point of view.###speakera7.###uh-huh.###speakerb8.###um. i-, you know, in the past,### i don't know,###i don't know how old you are *t*-1,###but when i was, uh, in high school *t*-1, it was the beginning of vietnam and so forth.###and many of my peers were being drafted *-1.###speakera9.###uh-huh.###speakerb10.###and i could see that many of them had conscientious objections to war or whatever.
55892:20	i just see that as maybe a good idea.	maybe	###um. i-, you know, in the past,### i don't know,###i don't know how old you are *t*-1,###but when i was, uh, in high school *t*-1, it was the beginning of vietnam and so forth.###and many of my peers were being drafted *-1.###speakera9.###uh-huh.###speakerb10.###and i could see that many of them had conscientious objections to war or whatever.###but i, i felt strongly then that even if they didn't feel like they could kill someone, or go into a military situation, that they could help the country in other ways. be it * cleaning out, uh, lots, in, in their neighborhood or, whatever kind of community or public service *t*-2 might be available.###speakera11.###uh-huh.###speakerb12.###and i guess 0 i see that as, as not so much a demand but, but a privilege.### it's, it's kind of, uh, uh, it's something,###speakera13.###it is, uh,###speakerb14.### it's, it's###since we live here and we all *ich*-2 benefit, rich, poor or in between, uh, there are benefits even for those who *t*-1 have it the hardest.
55958:10	uh, definitely.	definitely	###and this would give them a chance *-1 to have some positive self-esteem.###speakera31.###uh-huh.###speakerb32.###something that they turn *t*-1, back.###speakera33.###well,###speakerb34.###speakera35.###and also, you know, you, you feel more like, you know, you're actually part of the community if you've done something, in it.###speakerb36.###that's right.###speakera37.###speakerb38.###you take pride in that, and, and get some, some positive feedback from those *ich*-2 who *t*-1 benefit, besides yourself.###speakera39.###uh-huh.###speakerb40.###and i, i see it being most beneficial if it's in the neighborhood where or, or at least the area where the person lives *t*-1.###speakera41.
55960:8	it might not be the same neighborhood, but the same city or county, because then you're, you're coming in contact with it.	might	###uh-huh.###speakerb32.###something that they turn *t*-1, back.###speakera33.###well,###speakerb34.###speakera35.###and also, you know, you, you feel more like, you know, you're actually part of the community if you've done something, in it.###speakerb36.###that's right.###speakera37.###speakerb38.###you take pride in that, and, and get some, some positive feedback from those *ich*-2 who *t*-1 benefit, besides yourself.###speakera39.###uh-huh.###speakerb40.###and i, i see it being most beneficial if it's in the neighborhood where or, or at least the area where the person lives *t*-1.###speakera41.###uh, definitely.###speakerb42.
56017:30	the adults, uh, ahead of it would probably never serve and, and to each succeeding generation.	probably	###speakerb62.###do you have kids?###speakera63.### n-, no,###not yet.###in about six months we will *?*.###speakerb64.###oh, well good.### th-, you'll have a little time 0 * think about that *t*-2.###i guess, 0 i, i have, uh,###when i was teaching school *t*-1 i saw many, so many kids that *t*-2 were at loose ends and that *t*-3 didn't really have a purpose.###and i can see, you know, some, some really significant things coming out of it.###speakera65.###uh-huh.###speakerb66.###i know 0 you've got *-1 to get past that, that grudge attitude that many have *t*-2,###but that's, uh, tha-, that would be a part of * selling it to the community.###speakera67.###uh-huh.###speakerb68.
